workout_id,workout_date,workout_type,distance,entry_date,entry_time
495,14/04/2017,Run,52,05/12/2017,23:00:00
496,16/04/2017,Run,15,05/12/2017,23:00:00
497,17/04/2017,Run,10,05/12/2017,23:00:00
498,19/04/2017,Gym,1,05/12/2017,23:00:00
499,21/04/2017,Gym,1,05/12/2017,23:00:00
500,23/04/2017,Run,10,05/12/2017,23:00:00
501,24/04/2017,Gym,1,05/12/2017,23:00:00
502,27/04/2017,Run,10,05/12/2017,23:00:00
503,28/04/2017,Run,5,05/12/2017,23:00:00
504,01/05/2017,Run,20,05/12/2017,23:00:00
505,03/05/2017,Gym,1,05/12/2017,23:00:00
506,05/05/2017,Gym,1,05/12/2017,23:00:00
507,07/05/2017,Run,34,05/12/2017,23:00:00
508,09/05/2017,Gym,1,05/12/2017,23:00:00
509,11/05/2017,Gym,1,05/12/2017,23:00:00
510,12/05/2017,Run,10,05/12/2017,23:00:00
511,14/05/2017,Run,10,05/12/2017,23:00:00
512,16/05/2017,Gym,1,05/12/2017,23:00:00
513,19/05/2017,Gym,1,05/12/2017,23:00:00
514,20/05/2017,Run,14,05/12/2017,23:00:00
515,21/05/2017,Run,10,05/12/2017,23:00:00
516,25/05/2017,Run,5,05/12/2017,23:00:00
517,26/05/2017,Run,65,05/12/2017,23:00:00
518,30/05/2017,Run,9,05/12/2017,23:00:00
519,01/06/2017,Run,4,05/12/2017,23:00:00
520,02/06/2017,Run,8,05/12/2017,23:00:00
521,05/06/2017,Run,7,05/12/2017,23:00:00
522,06/06/2017,Gym,1,05/12/2017,23:00:00
523,09/06/2017,Gym,1,05/12/2017,23:00:00
524,11/06/2017,Run,34,05/12/2017,23:00:00
525,14/06/2017,Gym,1,05/12/2017,23:00:00
526,16/06/2017,Run,4,05/12/2017,23:00:00
527,17/06/2017,Run,44,05/12/2017,23:00:00
528,19/06/2017,Swim,1,05/12/2017,23:00:00
529,20/06/2017,Run,5,05/12/2017,23:00:00
530,23/06/2017,Run,11,05/12/2017,23:00:00
531,25/06/2017,Run,5,05/12/2017,23:00:00
532,26/06/2017,Run,14,05/12/2017,23:00:00
533,27/06/2017,Gym,1,05/12/2017,23:00:00
534,29/06/2017,Gym,1,05/12/2017,23:00:00
535,30/06/2017,Run,21,05/12/2017,23:00:00
536,01/07/2017,Run,33,05/12/2017,23:00:00
537,05/07/2017,Run,15,05/12/2017,23:00:00
538,07/07/2017,Run,12,05/12/2017,23:00:00
539,08/07/2017,Run,6,05/12/2017,23:00:00
540,09/07/2017,Run,10,05/12/2017,23:00:00
541,10/07/2017,Run,10,05/12/2017,23:00:00
542,13/07/2017,Run,50,05/12/2017,23:00:00
543,14/07/2017,Run,45,05/12/2017,23:00:00
544,15/07/2017,Run,24,05/12/2017,23:00:00
545,16/07/2017,Run,6,05/12/2017,23:00:00
546,21/07/2017,Gym,1,05/12/2017,23:00:00
547,21/07/2017,Yoga,1,05/12/2017,23:00:00
548,23/07/2017,Run,36,05/12/2017,23:00:00
549,26/07/2017,Run,10,05/12/2017,23:00:00
550,27/07/2017,Yoga,1,05/12/2017,23:00:00
551,31/07/2017,Run,42,05/12/2017,23:00:00
552,03/08/2017,Run,6,05/12/2017,23:00:00
553,04/08/2017,Yoga,1,05/12/2017,23:00:00
554,05/08/2017,Run,10,05/12/2017,23:00:00
555,07/08/2017,Run,6,05/12/2017,23:00:00
556,10/08/2017,Run,5,05/12/2017,23:00:00
557,12/08/2017,Run,104,05/12/2017,23:00:00
558,20/08/2017,Cycle,10,05/12/2017,23:00:00
559,23/08/2017,Run,5,05/12/2017,23:00:00
560,24/08/2017,Gym,1,05/12/2017,23:00:00
561,25/08/2017,Cycle,30,05/12/2017,23:00:00
562,26/08/2017,Run,10,05/12/2017,23:00:00
563,28/08/2017,Run,11,05/12/2017,23:00:00
564,29/08/2017,Gym,1,05/12/2017,23:00:00
565,30/08/2017,Run,5,05/12/2017,23:00:00
566,31/08/2017,Spin,1,05/12/2017,23:00:00
567,01/09/2017,Yoga,1,05/12/2017,23:00:00
568,02/09/2017,Gym,1,05/12/2017,23:00:00
569,03/09/2017,Run,14,05/12/2017,23:00:00
570,04/09/2017,Run,9,05/12/2017,23:00:00
571,06/09/2017,Gym,1,05/12/2017,23:00:00
572,08/09/2017,Gym,1,05/12/2017,23:00:00
573,09/09/2017,Run,18,05/12/2017,23:00:00
574,10/09/2017,Run,24,05/12/2017,23:00:00
575,14/09/2017,Gym,1,05/12/2017,23:00:00
576,15/09/2017,Run,9,05/12/2017,23:00:00
577,16/09/2017,Run,18,05/12/2017,23:00:00
578,17/09/2017,Run,24,05/12/2017,23:00:00
579,19/09/2017,Run,5,05/12/2017,23:00:00
580,23/09/2017,Run,39,05/12/2017,23:00:00
581,27/09/2017,Run,8,05/12/2017,23:00:00
582,29/09/2017,Run,5,05/12/2017,23:00:00
583,30/09/2017,Cycle,102,05/12/2017,23:00:00
584,01/10/2017,Run,21,05/12/2017,23:00:00
585,03/10/2017,Run,5,05/12/2017,23:00:00
586,06/10/2017,Run,8,05/12/2017,23:00:00
587,07/10/2017,Run,5,05/12/2017,23:00:00
588,08/10/2017,Run,42,05/12/2017,23:00:00
589,09/10/2017,Run,5,05/12/2017,23:00:00
590,10/10/2017,Run,5,05/12/2017,23:00:00
591,11/10/2017,Run,5,05/12/2017,23:00:00
592,12/10/2017,Gym,1,05/12/2017,23:00:00
593,12/10/2017,Run,5,05/12/2017,23:00:00
594,13/10/2017,Run,5,05/12/2017,23:00:00
595,14/10/2017,Run,5,05/12/2017,23:00:00
596,16/10/2017,Gym,1,05/12/2017,23:00:00
597,17/10/2017,Run,8,05/12/2017,23:00:00
598,18/10/2017,Gym,1,05/12/2017,23:00:00
599,19/10/2017,Run,8,05/12/2017,23:00:00
600,20/10/2017,Gym,1,05/12/2017,23:00:00
601,21/10/2017,Spin,1,05/12/2017,23:00:00
602,22/10/2017,Run,10,05/12/2017,23:00:00
603,23/10/2017,Gym,1,05/12/2017,23:00:00
604,24/10/2017,Run,6,05/12/2017,23:00:00
605,25/10/2017,Gym,1,05/12/2017,23:00:00
606,27/10/2017,Gym,1,05/12/2017,23:00:00
607,29/10/2017,Run,12,05/12/2017,23:00:00
608,31/10/2017,Gym,1,05/12/2017,23:00:00
609,03/11/2017,Gym,1,05/12/2017,23:00:00
610,04/11/2017,Run,22,05/12/2017,23:00:00
611,05/11/2017,Gym,1,05/12/2017,23:00:00
612,07/11/2017,Gym,1,05/12/2017,23:00:00
613,08/11/2017,Run,5,05/12/2017,23:00:00
614,10/11/2017,Gym,1,05/12/2017,23:00:00
615,11/11/2017,Run,10,05/12/2017,23:00:00
616,12/11/2017,Run,5,05/12/2017,23:00:00
617,16/11/2017,Gym,1,05/12/2017,23:00:00
618,17/11/2017,Yoga,1,05/12/2017,23:00:00
619,18/11/2017,Run,5,05/12/2017,23:00:00
620,19/11/2017,Run,5,05/12/2017,23:00:00
621,22/11/2017,Run,5,05/12/2017,23:00:00
622,25/11/2017,Run,76,05/12/2017,23:00:00
623,29/11/2017,Run,5,05/12/2017,23:00:00
624,30/11/2017,Gym,1,05/12/2017,23:00:00
625,01/12/2017,Run,9,05/12/2017,23:00:00
626,04/12/2017,Gym,1,05/12/2017,23:00:00
627,1/25/2017,Climb,1,05/12/2017,23:00:00
